"shear_lam","shear_tot","shear_turb","y_plus","Points:0","Points:1","Points:2"
-4.4411e-07,-3.2784e-06,-2.8343e-06,766.23,900,21.721,0
-4.4598e-07,-3.2906e-06,-2.8446e-06,767.16,900,21.747,0
-4.4855e-07,-3.3043e-06,-2.8558e-06,768.1,900,21.774,0
-4.5117e-07,-3.3182e-06,-2.867e-06,769.03,900,21.8,0
-4.5379e-07,-3.332e-06,-2.8782e-06,769.97,900,21.827,0
-4.5642e-07,-3.3459e-06,-2.8895e-06,770.9,900,21.853,0
-4.5904e-07,-3.3598e-06,-2.9007e-06,771.84,900,21.88,0
-4.6166e-07,-3.3736e-06,-2.912e-06,772.77,900,21.906,0
-4.6428e-07,-3.3875e-06,-2.9232e-06,773.7,900,21.933,0
-4.6691e-07,-3.4013e-06,-2.9344e-06,774.64,900,21.959,0
-4.6953e-07,-3.4152e-06,-2.9457e-06,775.57,900,21.986,0
-4.7215e-07,-3.4291e-06,-2.9569e-06,776.51,900,22.012,0
-4.7477e-07,-3.4429e-06,-2.9682e-06,777.44,900,22.039,0
-4.774e-07,-3.4568e-06,-2.9794e-06,778.38,900,22.065,0
-4.8002e-07,-3.4707e-06,-2.9906e-06,779.31,900,22.092,0
-4.8276e-07,-3.4852e-06,-3.0025e-06,780.24,900,22.118,0
-4.8552e-07,-3.4999e-06,-3.0144e-06,781.18,900,22.145,0
-4.8827e-07,-3.5146e-06,-3.0263e-06,782.11,900,22.171,0
-4.9103e-07,-3.5292e-06,-3.0382e-06,783.05,900,22.197,0
-4.9378e-07,-3.5439e-06,-3.0501e-06,783.98,900,22.224,0
-4.9654e-07,-3.5586e-06,-3.062e-06,784.92,900,22.25,0
-4.993e-07,-3.5733e-06,-3.074e-06,785.85,900,22.277,0
-5.0205e-07,-3.5879e-06,-3.0859e-06,786.78,900,22.303,0
-5.0481e-07,-3.6026e-06,-3.0978e-06,787.72,900,22.33,0
-5.0756e-07,-3.6173e-06,-3.1097e-06,788.65,900,22.356,0
-5.1032e-07,-3.6319e-06,-3.1216e-06,789.59,900,22.383,0
-5.1308e-07,-3.6466e-06,-3.1335e-06,790.52,900,22.409,0
-5.1583e-07,-3.6613e-06,-3.1455e-06,791.46,900,22.436,0
-5.1823e-07,-3.6761e-06,-3.1579e-06,792.39,900,22.462,0
-5.2047e-07,-3.691e-06,-3.1706e-06,793.32,900,22.489,0
-5.2272e-07,-3.7059e-06,-3.1832e-06,794.26,900,22.515,0
-5.2496e-07,-3.7208e-06,-3.1959e-06,795.19,900,22.542,0
-5.2721e-07,-3.7357e-06,-3.2085e-06,796.13,900,22.568,0
-5.2945e-07,-3.7506e-06,-3.2212e-06,797.06,900,22.595,0
-5.317e-07,-3.7655e-06,-3.2338e-06,798,900,22.621,0
-5.3394e-07,-3.7804e-06,-3.2465e-06,798.93,900,22.648,0
-5.3619e-07,-3.7953e-06,-3.2591e-06,799.86,900,22.674,0
-5.3843e-07,-3.8102e-06,-3.2718e-06,800.8,900,22.701,0
-5.4068e-07,-3.8251e-06,-3.2844e-06,801.73,900,22.727,0
-5.4292e-07,-3.84e-06,-3.2971e-06,802.67,900,22.754,0
-5.4517e-07,-3.8549e-06,-3.3098e-06,803.6,900,22.78,0
-5.4709e-07,-3.8704e-06,-3.3233e-06,804.53,900,22.807,0
-5.4857e-07,-3.8866e-06,-3.338e-06,805.47,900,22.833,0
-5.5004e-07,-3.9028e-06,-3.3528e-06,806.4,900,22.86,0
-5.5152e-07,-3.919e-06,-3.3675e-06,807.34,900,22.886,0
-5.5299e-07,-3.9353e-06,-3.3823e-06,808.27,900,22.913,0
-5.5447e-07,-3.9515e-06,-3.397e-06,809.21,900,22.939,0
-5.5595e-07,-3.9677e-06,-3.4118e-06,810.14,900,22.966,0
-5.5742e-07,-3.9839e-06,-3.4265e-06,811.07,900,22.992,0
-5.589e-07,-4.0002e-06,-3.4413e-06,812.01,900,23.018,0
-5.6037e-07,-4.0164e-06,-3.456e-06,812.94,900,23.045,0
-5.6185e-07,-4.0326e-06,-3.4707e-06,813.88,900,23.071,0
-5.6332e-07,-4.0488e-06,-3.4855e-06,814.81,900,23.098,0
-5.648e-07,-4.065e-06,-3.5002e-06,815.75,900,23.124,0
-5.6628e-07,-4.0813e-06,-3.515e-06,816.68,900,23.151,0
-5.6692e-07,-4.1e-06,-3.5331e-06,817.61,900,23.177,0
-5.6756e-07,-4.1187e-06,-3.5512e-06,818.55,900,23.204,0
-5.682e-07,-4.1375e-06,-3.5693e-06,819.48,900,23.23,0
-5.6883e-07,-4.1562e-06,-3.5873e-06,820.42,900,23.257,0
-5.6947e-07,-4.1749e-06,-3.6054e-06,821.35,900,23.283,0
-5.7011e-07,-4.1936e-06,-3.6235e-06,822.29,900,23.31,0
-5.7075e-07,-4.2124e-06,-3.6416e-06,823.22,900,23.336,0
-5.7139e-07,-4.2311e-06,-3.6597e-06,824.15,900,23.363,0
-5.7203e-07,-4.2498e-06,-3.6778e-06,825.09,900,23.389,0
-5.7267e-07,-4.2686e-06,-3.6959e-06,826.02,900,23.416,0
-5.7331e-07,-4.2873e-06,-3.714e-06,826.96,900,23.442,0
-5.7395e-07,-4.306e-06,-3.7321e-06,827.89,900,23.469,0
-5.7459e-07,-4.3248e-06,-3.7502e-06,828.83,900,23.495,0
-5.7541e-07,-4.344e-06,-3.7686e-06,829.76,900,23.522,0
-5.7645e-07,-4.3639e-06,-3.7874e-06,830.69,900,23.548,0
-5.7749e-07,-4.3837e-06,-3.8062e-06,831.63,900,23.575,0
-5.7853e-07,-4.4036e-06,-3.8251e-06,832.56,900,23.601,0
-5.7957e-07,-4.4235e-06,-3.8439e-06,833.5,900,23.628,0
-5.8062e-07,-4.4433e-06,-3.8627e-06,834.43,900,23.654,0
-5.8166e-07,-4.4632e-06,-3.8815e-06,835.37,900,23.681,0
-5.827e-07,-4.4831e-06,-3.9004e-06,836.3,900,23.707,0
-5.8374e-07,-4.5029e-06,-3.9192e-06,837.23,900,23.734,0
-5.8478e-07,-4.5228e-06,-3.938e-06,838.17,900,23.76,0
-5.8582e-07,-4.5427e-06,-3.9568e-06,839.1,900,23.787,0
-5.8686e-07,-4.5625e-06,-3.9757e-06,840.04,900,23.813,0
-5.879e-07,-4.5824e-06,-3.9945e-06,840.97,900,23.84,0
-5.8894e-07,-4.6023e-06,-4.0133e-06,841.91,900,23.866,0
-5.9053e-07,-4.6232e-06,-4.0327e-06,842.84,900,23.892,0
-5.9226e-07,-4.6445e-06,-4.0522e-06,843.77,900,23.919,0
-5.9399e-07,-4.6657e-06,-4.0718e-06,844.71,900,23.945,0
-5.9572e-07,-4.687e-06,-4.0913e-06,845.64,900,23.972,0
-5.9744e-07,-4.7083e-06,-4.1108e-06,846.58,900,23.998,0
-5.9917e-07,-4.7295e-06,-4.1303e-06,847.51,900,24.025,0
-6.009e-07,-4.7508e-06,-4.1499e-06,848.45,900,24.051,0
-6.0263e-07,-4.772e-06,-4.1694e-06,849.38,900,24.078,0
-6.0436e-07,-4.7933e-06,-4.1889e-06,850.31,900,24.104,0
-6.0609e-07,-4.8145e-06,-4.2084e-06,851.25,900,24.131,0
-6.0781e-07,-4.8358e-06,-4.228e-06,852.18,900,24.157,0
-6.0954e-07,-4.857e-06,-4.2475e-06,853.12,900,24.184,0
-6.1127e-07,-4.8783e-06,-4.267e-06,854.05,900,24.21,0
-6.13e-07,-4.8995e-06,-4.2865e-06,854.99,900,24.237,0
-6.1474e-07,-4.9192e-06,-4.3044e-06,855.92,900,24.263,0
-6.1648e-07,-4.9389e-06,-4.3224e-06,856.85,900,24.29,0
-6.1822e-07,-4.9585e-06,-4.3403e-06,857.79,900,24.316,0
-6.1997e-07,-4.9782e-06,-4.3583e-06,858.72,900,24.343,0
-6.2171e-07,-4.9979e-06,-4.3762e-06,859.66,900,24.369,0
-6.2345e-07,-5.0176e-06,-4.3942e-06,860.59,900,24.396,0
-6.2519e-07,-5.0373e-06,-4.4121e-06,861.53,900,24.422,0
-6.2693e-07,-5.057e-06,-4.43e-06,862.46,900,24.449,0
-6.2867e-07,-5.0767e-06,-4.448e-06,863.39,900,24.475,0
-6.3042e-07,-5.0963e-06,-4.4659e-06,864.33,900,24.502,0
-6.3216e-07,-5.116e-06,-4.4839e-06,865.26,900,24.528,0
-6.339e-07,-5.1357e-06,-4.5018e-06,866.2,900,24.555,0
-6.3564e-07,-5.1554e-06,-4.5198e-06,867.13,900,24.581,0
-6.3732e-07,-5.175e-06,-4.5377e-06,868.07,900,24.608,0
-6.3857e-07,-5.1941e-06,-4.5555e-06,869,900,24.634,0
-6.3982e-07,-5.2132e-06,-4.5734e-06,869.93,900,24.661,0
-6.4108e-07,-5.2323e-06,-4.5912e-06,870.87,900,24.687,0
-6.4233e-07,-5.2514e-06,-4.609e-06,871.8,900,24.713,0
-6.4358e-07,-5.2705e-06,-4.6269e-06,872.74,900,24.74,0
-6.4483e-07,-5.2895e-06,-4.6447e-06,873.67,900,24.766,0
-6.4609e-07,-5.3086e-06,-4.6626e-06,874.61,900,24.793,0
-6.4734e-07,-5.3277e-06,-4.6804e-06,875.54,900,24.819,0
-6.4859e-07,-5.3468e-06,-4.6982e-06,876.47,900,24.846,0
-6.4985e-07,-5.3659e-06,-4.7161e-06,877.41,900,24.872,0
-6.511e-07,-5.385e-06,-4.7339e-06,878.34,900,24.899,0
-6.5235e-07,-5.4041e-06,-4.7517e-06,879.28,900,24.925,0
-6.5361e-07,-5.4232e-06,-4.7696e-06,880.21,900,24.952,0
-6.5475e-07,-5.4421e-06,-4.7874e-06,881.15,900,24.978,0
-6.5512e-07,-5.4599e-06,-4.8048e-06,882.08,900,25.005,0
-6.555e-07,-5.4777e-06,-4.8222e-06,883.01,900,25.031,0
-6.5588e-07,-5.4955e-06,-4.8396e-06,883.95,900,25.058,0
-6.5626e-07,-5.5133e-06,-4.857e-06,884.88,900,25.084,0
-6.5663e-07,-5.5311e-06,-4.8744e-06,885.82,900,25.111,0
-6.5701e-07,-5.5489e-06,-4.8919e-06,886.75,900,25.137,0
-6.5739e-07,-5.5667e-06,-4.9093e-06,887.69,900,25.164,0
-6.5777e-07,-5.5845e-06,-4.9267e-06,888.62,900,25.19,0
-6.5814e-07,-5.6023e-06,-4.9441e-06,889.55,900,25.217,0
-6.5852e-07,-5.6201e-06,-4.9615e-06,890.49,900,25.243,0
-6.589e-07,-5.6379e-06,-4.979e-06,891.42,900,25.27,0
-6.5928e-07,-5.6557e-06,-4.9964e-06,892.36,900,25.296,0
-6.5965e-07,-5.6734e-06,-5.0138e-06,893.29,900,25.323,0
-6.6003e-07,-5.6912e-06,-5.0312e-06,894.23,900,25.349,0
-6.603e-07,-5.7098e-06,-5.0495e-06,895.16,900,25.376,0
-6.6058e-07,-5.7283e-06,-5.0677e-06,896.09,900,25.402,0
-6.6085e-07,-5.7469e-06,-5.086e-06,897.03,900,25.429,0
-6.6112e-07,-5.7654e-06,-5.1043e-06,897.96,900,25.455,0
-6.614e-07,-5.7839e-06,-5.1225e-06,898.9,900,25.482,0
-6.6167e-07,-5.8025e-06,-5.1408e-06,899.83,900,25.508,0
-6.6194e-07,-5.821e-06,-5.1591e-06,900.76,900,25.535,0
-6.6222e-07,-5.8395e-06,-5.1773e-06,901.7,900,25.561,0
-6.6249e-07,-5.8581e-06,-5.1956e-06,902.63,900,25.587,0
-6.6276e-07,-5.8766e-06,-5.2139e-06,903.57,900,25.614,0
-6.6304e-07,-5.8952e-06,-5.2321e-06,904.5,900,25.64,0
-6.6331e-07,-5.9137e-06,-5.2504e-06,905.44,900,25.667,0
-6.6358e-07,-5.9322e-06,-5.2687e-06,906.37,900,25.693,0
-6.6386e-07,-5.9508e-06,-5.2869e-06,907.3,900,25.72,0
-6.6441e-07,-5.9699e-06,-5.3055e-06,908.24,900,25.746,0
-6.6504e-07,-5.9891e-06,-5.3241e-06,909.17,900,25.773,0
-6.6567e-07,-6.0084e-06,-5.3427e-06,910.11,900,25.799,0
-6.663e-07,-6.0276e-06,-5.3613e-06,911.04,900,25.826,0
-6.6693e-07,-6.0469e-06,-5.3799e-06,911.98,900,25.852,0
-6.6756e-07,-6.0661e-06,-5.3986e-06,912.91,900,25.879,0
-6.6819e-07,-6.0854e-06,-5.4172e-06,913.84,900,25.905,0
-6.6882e-07,-6.1046e-06,-5.4358e-06,914.78,900,25.932,0
-6.6945e-07,-6.1239e-06,-5.4544e-06,915.71,900,25.958,0
-6.7008e-07,-6.1431e-06,-5.4731e-06,916.65,900,25.985,0
-6.7071e-07,-6.1624e-06,-5.4917e-06,917.58,900,26.011,0
-6.7134e-07,-6.1817e-06,-5.5103e-06,918.52,900,26.038,0
-6.7197e-07,-6.2009e-06,-5.5289e-06,919.45,900,26.064,0
-6.726e-07,-6.2202e-06,-5.5476e-06,920.38,900,26.091,0
-6.7314e-07,-6.2393e-06,-5.5662e-06,921.32,900,26.117,0
-6.7356e-07,-6.2584e-06,-5.5848e-06,922.25,900,26.144,0
-6.7398e-07,-6.2774e-06,-5.6035e-06,923.19,900,26.17,0
-6.744e-07,-6.2965e-06,-5.6221e-06,924.12,900,26.197,0
-6.7482e-07,-6.3156e-06,-5.6408e-06,925.06,900,26.223,0
-6.7524e-07,-6.3346e-06,-5.6594e-06,925.99,900,26.25,0
-6.7566e-07,-6.3537e-06,-5.678e-06,926.92,900,26.276,0
-6.7608e-07,-6.3728e-06,-5.6967e-06,927.86,900,26.303,0
-6.765e-07,-6.3918e-06,-5.7153e-06,928.79,900,26.329,0
-6.7692e-07,-6.4109e-06,-5.734e-06,929.73,900,26.356,0
-6.7735e-07,-6.4299e-06,-5.7526e-06,930.66,900,26.382,0
-6.7777e-07,-6.449e-06,-5.7712e-06,931.6,900,26.408,0
-6.7819e-07,-6.4681e-06,-5.7899e-06,932.53,900,26.435,0
-6.7861e-07,-6.4871e-06,-5.8085e-06,933.46,900,26.461,0
nan,nan,nan,nan,900,26.488,0
