"RUU","RUV","RUW","RVV","RVW","RWW","TKE","y_plus","Points:0","Points:1","Points:2"
0.0010855,-0.00033812,-2.3731e-06,0.00062177,5.7794e-06,0.00059975,0.0011535,428.02,900,12.133,0
0.0010739,-0.00033453,-2.4096e-06,0.00061706,5.7733e-06,0.00059353,0.0011422,428.96,900,12.16,0
0.0010622,-0.00033094,-2.4462e-06,0.00061234,5.7672e-06,0.00058731,0.0011309,429.89,900,12.186,0
0.0010506,-0.00032735,-2.4827e-06,0.00060763,5.761e-06,0.00058109,0.0011196,430.83,900,12.213,0
0.0010389,-0.00032376,-2.5193e-06,0.00060292,5.7549e-06,0.00057488,0.0011083,431.76,900,12.239,0
0.0010272,-0.00032017,-2.5558e-06,0.0005982,5.7488e-06,0.00056866,0.0010971,432.69,900,12.266,0
0.0010156,-0.00031657,-2.5924e-06,0.00059349,5.7427e-06,0.00056244,0.0010858,433.63,900,12.292,0
0.0010043,-0.00031308,-2.6195e-06,0.00058887,5.7241e-06,0.00055649,0.0010748,434.56,900,12.319,0
0.00099315,-0.00030967,-2.6395e-06,0.00058431,5.6961e-06,0.00055075,0.0010641,435.5,900,12.345,0
0.00098205,-0.00030626,-2.6595e-06,0.00057976,5.6681e-06,0.00054502,0.0010534,436.43,900,12.372,0
0.00097095,-0.00030285,-2.6795e-06,0.00057521,5.6401e-06,0.00053928,0.0010427,437.37,900,12.398,0
0.00095984,-0.00029943,-2.6995e-06,0.00057065,5.6121e-06,0.00053354,0.001032,438.3,900,12.425,0
0.00094874,-0.00029602,-2.7195e-06,0.0005661,5.584e-06,0.0005278,0.0010213,439.23,900,12.451,0
0.00093764,-0.00029261,-2.7395e-06,0.00056154,5.556e-06,0.00052207,0.0010106,440.17,900,12.478,0
0.00092654,-0.0002892,-2.7595e-06,0.00055699,5.528e-06,0.00051633,0.00099993,441.1,900,12.504,0
0.00091544,-0.00028579,-2.7794e-06,0.00055244,5.5e-06,0.00051059,0.00098923,442.04,900,12.531,0
0.00090491,-0.00028254,-2.7175e-06,0.00054805,5.4517e-06,0.00050518,0.00097907,442.97,900,12.557,0
0.00089446,-0.00027932,-2.644e-06,0.00054368,5.4005e-06,0.00049981,0.00096898,443.91,900,12.584,0
0.00088401,-0.0002761,-2.5704e-06,0.00053932,5.3494e-06,0.00049444,0.00095889,444.84,900,12.61,0
0.00087356,-0.00027289,-2.4969e-06,0.00053496,5.2983e-06,0.00048908,0.0009488,445.77,900,12.637,0
0.00086312,-0.00026967,-2.4234e-06,0.00053059,5.2471e-06,0.00048371,0.00093871,446.71,900,12.663,0
0.00085267,-0.00026645,-2.3498e-06,0.00052623,5.196e-06,0.00047834,0.00092862,447.64,900,12.69,0
0.00084222,-0.00026323,-2.2763e-06,0.00052186,5.1448e-06,0.00047297,0.00091853,448.58,900,12.716,0
0.00083177,-0.00026001,-2.2027e-06,0.0005175,5.0937e-06,0.00046761,0.00090844,449.51,900,12.743,0
0.00082137,-0.0002568,-2.1255e-06,0.00051315,5.0414e-06,0.00046226,0.00089839,450.45,900,12.769,0
0.00081176,-0.00025381,-1.9863e-06,0.00050898,4.97e-06,0.0004573,0.00088902,451.38,900,12.796,0
0.00080215,-0.00025081,-1.8472e-06,0.00050482,4.8985e-06,0.00045233,0.00087965,452.31,900,12.822,0
0.00079254,-0.00024781,-1.708e-06,0.00050065,4.8271e-06,0.00044737,0.00087028,453.25,900,12.848,0
0.00078293,-0.00024482,-1.5688e-06,0.00049649,4.7557e-06,0.0004424,0.00086091,454.18,900,12.875,0
0.00077332,-0.00024182,-1.4296e-06,0.00049233,4.6842e-06,0.00043744,0.00085154,455.12,900,12.901,0
0.00076371,-0.00023882,-1.2905e-06,0.00048816,4.6128e-06,0.00043247,0.00084217,456.05,900,12.928,0
0.0007541,-0.00023583,-1.1513e-06,0.000484,4.5414e-06,0.00042751,0.0008328,456.99,900,12.954,0
0.00074449,-0.00023283,-1.0121e-06,0.00047984,4.4699e-06,0.00042254,0.00082343,457.92,900,12.981,0
0.00073493,-0.00022985,-8.6969e-07,0.0004757,4.3956e-06,0.00041762,0.00081412,458.85,900,13.007,0
0.00072581,-0.00022702,-7.0019e-07,0.00047176,4.2974e-06,0.00041307,0.00080532,459.79,900,13.034,0
0.00071669,-0.0002242,-5.3069e-07,0.00046782,4.1991e-06,0.00040851,0.00079651,460.72,900,13.06,0
0.00070757,-0.00022137,-3.6119e-07,0.00046388,4.1009e-06,0.00040396,0.00078771,461.66,900,13.087,0
0.00069846,-0.00021855,-1.9169e-07,0.00045994,4.0027e-06,0.0003994,0.0007789,462.59,900,13.113,0
0.00068934,-0.00021572,-2.2185e-08,0.000456,3.9045e-06,0.00039485,0.00077009,463.53,900,13.14,0
0.00068022,-0.00021289,1.4732e-07,0.00045206,3.8062e-06,0.00039029,0.00076129,464.46,900,13.166,0
0.0006711,-0.00021007,3.1682e-07,0.00044813,3.708e-06,0.00038574,0.00075248,465.39,900,13.193,0
0.00066198,-0.00020724,4.8631e-07,0.00044419,3.6098e-06,0.00038119,0.00074368,466.33,900,13.219,0
0.00065288,-0.00020442,6.5386e-07,0.00044026,3.5115e-06,0.00037664,0.00073489,467.26,900,13.246,0
0.00064449,-0.00020174,7.5652e-07,0.00043657,3.4137e-06,0.00037246,0.00072676,468.2,900,13.272,0
0.0006361,-0.00019905,8.5918e-07,0.00043288,3.3159e-06,0.00036827,0.00071863,469.13,900,13.299,0
0.00062772,-0.00019637,9.6184e-07,0.0004292,3.2181e-06,0.00036408,0.0007105,470.07,900,13.325,0
0.00061933,-0.00019368,1.0645e-06,0.00042551,3.1203e-06,0.00035989,0.00070237,471,900,13.352,0
0.00061094,-0.000191,1.1672e-06,0.00042183,3.0225e-06,0.00035571,0.00069424,471.93,900,13.378,0
0.00060255,-0.00018832,1.2698e-06,0.00041814,2.9246e-06,0.00035152,0.00068611,472.87,900,13.405,0
0.00059416,-0.00018563,1.3725e-06,0.00041445,2.8268e-06,0.00034733,0.00067798,473.8,900,13.431,0
0.00058578,-0.00018295,1.4751e-06,0.00041077,2.729e-06,0.00034315,0.00066985,474.74,900,13.458,0
0.00057739,-0.00018027,1.5778e-06,0.00040708,2.6312e-06,0.00033896,0.00066171,475.67,900,13.484,0
0.00056971,-0.00017777,1.6419e-06,0.0004036,2.5477e-06,0.00033502,0.00065417,476.61,900,13.511,0
0.00056218,-0.00017532,1.6976e-06,0.00040017,2.4672e-06,0.00033114,0.00064675,477.54,900,13.537,0
0.00055466,-0.00017287,1.7533e-06,0.00039674,2.3868e-06,0.00032726,0.00063933,478.47,900,13.564,0
0.00054713,-0.00017041,1.809e-06,0.00039331,2.3064e-06,0.00032337,0.0006319,479.41,900,13.59,0
0.0005396,-0.00016796,1.8647e-06,0.00038987,2.226e-06,0.00031949,0.00062448,480.34,900,13.617,0
0.00053208,-0.00016551,1.9204e-06,0.00038644,2.1456e-06,0.00031561,0.00061706,481.28,900,13.643,0
0.00052455,-0.00016306,1.976e-06,0.00038301,2.0652e-06,0.00031173,0.00060964,482.21,900,13.67,0
0.00051703,-0.0001606,2.0317e-06,0.00037957,1.9847e-06,0.00030784,0.00060222,483.15,900,13.696,0
0.0005095,-0.00015815,2.0874e-06,0.00037614,1.9043e-06,0.00030396,0.0005948,484.08,900,13.722,0
0.00050231,-0.00015584,2.156e-06,0.00037282,1.8368e-06,0.00030027,0.00058769,485.01,900,13.749,0
0.00049547,-0.00015367,2.2384e-06,0.00036961,1.7832e-06,0.00029677,0.00058093,485.95,900,13.775,0
0.00048863,-0.00015151,2.3208e-06,0.0003664,1.7295e-06,0.00029328,0.00057416,486.88,900,13.802,0
0.00048179,-0.00014934,2.4031e-06,0.0003632,1.6759e-06,0.00028979,0.00056739,487.82,900,13.828,0
0.00047496,-0.00014718,2.4855e-06,0.00035999,1.6222e-06,0.0002863,0.00056062,488.75,900,13.855,0
0.00046812,-0.00014502,2.5679e-06,0.00035678,1.5686e-06,0.00028281,0.00055386,489.69,900,13.881,0
0.00046128,-0.00014285,2.6503e-06,0.00035358,1.5149e-06,0.00027932,0.00054709,490.62,900,13.908,0
0.00045444,-0.00014069,2.7327e-06,0.00035037,1.4613e-06,0.00027583,0.00054032,491.55,900,13.934,0
0.00044761,-0.00013852,2.815e-06,0.00034717,1.4076e-06,0.00027234,0.00053355,492.49,900,13.961,0
0.00044077,-0.00013636,2.8981e-06,0.00034396,1.3542e-06,0.00026885,0.00052679,493.42,900,13.987,0
0.00043442,-0.00013442,3.0326e-06,0.00034097,1.3148e-06,0.0002657,0.00052054,494.36,900,14.014,0
0.00042807,-0.00013248,3.1671e-06,0.00033797,1.2755e-06,0.00026254,0.00051429,495.29,900,14.04,0
0.00042171,-0.00013054,3.3017e-06,0.00033498,1.2362e-06,0.00025939,0.00050804,496.22,900,14.067,0
0.00041536,-0.0001286,3.4362e-06,0.00033198,1.1969e-06,0.00025623,0.00050179,497.16,900,14.093,0
0.000409,-0.00012666,3.5708e-06,0.00032899,1.1576e-06,0.00025308,0.00049554,498.09,900,14.12,0
0.00040265,-0.00012471,3.7053e-06,0.00032599,1.1183e-06,0.00024993,0.00048928,499.03,900,14.146,0
0.00039629,-0.00012277,3.8399e-06,0.000323,1.079e-06,0.00024677,0.00048303,499.96,900,14.173,0
0.00038994,-0.00012083,3.9744e-06,0.00032,1.0397e-06,0.00024362,0.00047678,500.9,900,14.199,0
0.00038358,-0.00011889,4.109e-06,0.00031701,1.0004e-06,0.00024046,0.00047053,501.83,900,14.226,0
0.0003776,-0.00011702,4.2255e-06,0.0003141,9.6003e-07,0.00023743,0.00046456,502.76,900,14.252,0
0.00037213,-0.00011524,4.3163e-06,0.00031132,9.1817e-07,0.00023456,0.00045901,503.7,900,14.279,0
0.00036667,-0.00011346,4.407e-06,0.00030853,8.7631e-07,0.0002317,0.00045345,504.63,900,14.305,0
0.0003612,-0.00011168,4.4977e-06,0.00030575,8.3445e-07,0.00022883,0.00044789,505.57,900,14.332,0
0.00035574,-0.0001099,4.5885e-06,0.00030296,7.9259e-07,0.00022597,0.00044234,506.5,900,14.358,0
0.00035027,-0.00010812,4.6792e-06,0.00030018,7.5073e-07,0.0002231,0.00043678,507.44,900,14.385,0
0.00034481,-0.00010634,4.77e-06,0.0002974,7.0887e-07,0.00022024,0.00043122,508.37,900,14.411,0
0.00033935,-0.00010456,4.8607e-06,0.00029461,6.6701e-07,0.00021737,0.00042566,509.3,900,14.438,0
0.00033388,-0.00010278,4.9514e-06,0.00029183,6.2514e-07,0.00021451,0.00042011,510.24,900,14.464,0
0.00032842,-0.000101,5.0422e-06,0.00028904,5.8328e-07,0.00021164,0.00041455,511.17,900,14.491,0
0.00032327,-9.9366e-05,5.0795e-06,0.00028639,5.2665e-07,0.000209,0.00040933,512.11,900,14.517,0
0.00031828,-9.7797e-05,5.0912e-06,0.0002838,4.6293e-07,0.00020646,0.00040427,513.04,900,14.543,0
0.00031328,-9.6228e-05,5.103e-06,0.00028121,3.9921e-07,0.00020392,0.00039921,513.98,900,14.57,0
0.00030828,-9.4658e-05,5.1147e-06,0.00027862,3.3549e-07,0.00020139,0.00039415,514.91,900,14.596,0
0.00030329,-9.3089e-05,5.1264e-06,0.00027604,2.7177e-07,0.00019885,0.00038909,515.84,900,14.623,0
0.00029829,-9.1519e-05,5.1381e-06,0.00027345,2.0805e-07,0.00019631,0.00038403,516.78,900,14.649,0
0.0002933,-8.995e-05,5.1498e-06,0.00027086,1.4433e-07,0.00019377,0.00037897,517.71,900,14.676,0
0.0002883,-8.8381e-05,5.1615e-06,0.00026827,8.0608e-08,0.00019124,0.0003739,518.65,900,14.702,0
0.00028331,-8.6811e-05,5.1732e-06,0.00026568,1.6887e-08,0.0001887,0.00036884,519.58,900,14.729,0
0.00027831,-8.5242e-05,5.185e-06,0.00026309,-4.6832e-08,0.00018616,0.00036378,520.52,900,14.755,0
0.00027419,-8.3846e-05,5.1889e-06,0.00026064,-1.2605e-07,0.00018389,0.00035936,521.45,900,14.782,0
0.00027027,-8.2492e-05,5.1909e-06,0.00025823,-2.0895e-07,0.00018168,0.00035509,522.38,900,14.808,0
0.00026636,-8.1138e-05,5.193e-06,0.00025581,-2.9185e-07,0.00017946,0.00035082,523.32,900,14.835,0
0.00026244,-7.9783e-05,5.195e-06,0.0002534,-3.7475e-07,0.00017725,0.00034655,524.25,900,14.861,0
0.00025853,-7.8429e-05,5.1971e-06,0.00025098,-4.5764e-07,0.00017504,0.00034228,525.19,900,14.888,0
0.00025461,-7.7074e-05,5.1992e-06,0.00024857,-5.4054e-07,0.00017283,0.000338,526.12,900,14.914,0
0.00025069,-7.572e-05,5.2012e-06,0.00024615,-6.2344e-07,0.00017062,0.00033373,527.06,900,14.941,0
0.00024678,-7.4366e-05,5.2033e-06,0.00024374,-7.0633e-07,0.0001684,0.00032946,527.99,900,14.967,0
0.00024286,-7.3011e-05,5.2053e-06,0.00024132,-7.8923e-07,0.00016619,0.00032519,528.92,900,14.994,0
0.00023895,-7.1657e-05,5.2074e-06,0.00023891,-8.7212e-07,0.00016398,0.00032092,529.86,900,15.02,0
0.00023536,-7.0416e-05,5.2118e-06,0.00023663,-9.3045e-07,0.00016199,0.00031699,530.79,900,15.047,0
0.00023186,-6.9201e-05,5.2167e-06,0.00023438,-9.8294e-07,0.00016005,0.00031314,531.73,900,15.073,0
0.00022835,-6.7987e-05,5.2217e-06,0.00023213,-1.0354e-06,0.00015811,0.0003093,532.66,900,15.1,0
0.00022484,-6.6773e-05,5.2266e-06,0.00022989,-1.0879e-06,0.00015617,0.00030545,533.6,900,15.126,0
0.00022134,-6.5558e-05,5.2316e-06,0.00022764,-1.1404e-06,0.00015424,0.00030161,534.53,900,15.153,0
0.00021783,-6.4344e-05,5.2365e-06,0.00022539,-1.1929e-06,0.0001523,0.00029776,535.46,900,15.179,0
0.00021433,-6.313e-05,5.2415e-06,0.00022314,-1.2453e-06,0.00015036,0.00029391,536.4,900,15.206,0
0.00021082,-6.1915e-05,5.2464e-06,0.0002209,-1.2978e-06,0.00014842,0.00029007,537.33,900,15.232,0
0.00020731,-6.0701e-05,5.2513e-06,0.00021865,-1.3503e-06,0.00014648,0.00028622,538.27,900,15.259,0
0.00020381,-5.9487e-05,5.2563e-06,0.0002164,-1.4028e-06,0.00014454,0.00028238,539.2,900,15.285,0
0.00020068,-5.8354e-05,5.222e-06,0.00021428,-1.4149e-06,0.00014277,0.00027886,540.14,900,15.312,0
0.00019774,-5.7261e-05,5.1687e-06,0.00021221,-1.4075e-06,0.00014107,0.00027551,541.07,900,15.338,0
0.0001948,-5.6167e-05,5.1154e-06,0.00021014,-1.4001e-06,0.00013938,0.00027216,542,900,15.365,0
0.00019186,-5.5074e-05,5.0621e-06,0.00020808,-1.3927e-06,0.00013768,0.00026881,542.94,900,15.391,0
0.00018892,-5.3981e-05,5.0088e-06,0.00020601,-1.3852e-06,0.00013599,0.00026546,543.87,900,15.417,0
0.00018598,-5.2888e-05,4.9554e-06,0.00020394,-1.3778e-06,0.00013429,0.00026211,544.81,900,15.444,0
0.00018304,-5.1795e-05,4.9021e-06,0.00020188,-1.3704e-06,0.0001326,0.00025876,545.74,900,15.47,0
0.0001801,-5.0701e-05,4.8488e-06,0.00019981,-1.3629e-06,0.0001309,0.00025541,546.68,900,15.497,0
0.00017716,-4.9608e-05,4.7955e-06,0.00019774,-1.3555e-06,0.00012921,0.00025206,547.61,900,15.523,0
0.00017422,-4.8515e-05,4.7422e-06,0.00019568,-1.3481e-06,0.00012751,0.0002487,548.54,900,15.55,0
0.00017156,-4.7493e-05,4.6656e-06,0.00019369,-1.3334e-06,0.00012592,0.00024558,549.48,900,15.576,0
0.00016931,-4.6577e-05,4.5548e-06,0.00019182,-1.3079e-06,0.00012448,0.0002428,550.41,900,15.603,0
0.00016707,-4.5661e-05,4.444e-06,0.00018994,-1.2824e-06,0.00012304,0.00024002,551.35,900,15.629,0
0.00016482,-4.4744e-05,4.3332e-06,0.00018807,-1.257e-06,0.0001216,0.00023724,552.28,900,15.656,0
0.00016257,-4.3828e-05,4.2224e-06,0.0001862,-1.2315e-06,0.00012016,0.00023446,553.22,900,15.682,0
0.00016033,-4.2912e-05,4.1116e-06,0.00018432,-1.206e-06,0.00011872,0.00023168,554.15,900,15.709,0
0.00015808,-4.1995e-05,4.0008e-06,0.00018245,-1.1806e-06,0.00011728,0.0002289,555.08,900,15.735,0
0.00015583,-4.1079e-05,3.89e-06,0.00018058,-1.1551e-06,0.00011584,0.00022612,556.02,900,15.762,0
0.00015359,-4.0163e-05,3.7792e-06,0.0001787,-1.1297e-06,0.0001144,0.00022334,556.95,900,15.788,0
0.00015134,-3.9246e-05,3.6684e-06,0.00017683,-1.1042e-06,0.00011296,0.00022056,557.89,900,15.815,0
0.00014909,-3.8331e-05,3.5576e-06,0.00017496,-1.0787e-06,0.00011152,0.00021779,558.82,900,15.841,0
0.00014731,-3.7605e-05,3.4387e-06,0.00017328,-1.0516e-06,0.00011033,0.00021546,559.76,900,15.868,0
0.00014553,-3.688e-05,3.3198e-06,0.00017161,-1.0245e-06,0.00010914,0.00021314,560.69,900,15.894,0
0.00014375,-3.6154e-05,3.201e-06,0.00016993,-9.9743e-07,0.00010796,0.00021082,561.62,900,15.921,0
0.00014197,-3.5429e-05,3.0821e-06,0.00016825,-9.7033e-07,0.00010677,0.0002085,562.56,900,15.947,0
0.00014019,-3.4703e-05,2.9632e-06,0.00016658,-9.4323e-07,0.00010558,0.00020617,563.49,900,15.974,0
0.00013841,-3.3978e-05,2.8444e-06,0.0001649,-9.1613e-07,0.00010439,0.00020385,564.43,900,16,0
0.00013663,-3.3252e-05,2.7255e-06,0.00016323,-8.8903e-07,0.0001032,0.00020153,565.36,900,16.027,0
0.00013484,-3.2527e-05,2.6066e-06,0.00016155,-8.6193e-07,0.00010202,0.00019921,566.3,900,16.053,0
0.00013306,-3.1801e-05,2.4878e-06,0.00015988,-8.3483e-07,0.00010083,0.00019688,567.23,900,16.08,0
0.00013128,-3.1076e-05,2.3689e-06,0.0001582,-8.0773e-07,9.964e-05,0.00019456,568.16,900,16.106,0
0.00012963,-3.0414e-05,2.2583e-06,0.00015661,-7.7589e-07,9.855e-05,0.0001924,569.1,900,16.133,0
0.00012813,-2.9825e-05,2.1572e-06,0.00015513,-7.3861e-07,9.7572e-05,0.00019041,570.03,900,16.159,0
0.00012662,-2.9236e-05,2.0562e-06,0.00015364,-7.0133e-07,9.6595e-05,0.00018843,570.97,900,16.186,0
0.00012512,-2.8647e-05,1.9551e-06,0.00015215,-6.6405e-07,9.5618e-05,0.00018644,571.9,900,16.212,0
0.00012361,-2.8058e-05,1.854e-06,0.00015067,-6.2677e-07,9.464e-05,0.00018446,572.84,900,16.238,0
0.00012211,-2.7469e-05,1.753e-06,0.00014918,-5.8949e-07,9.3663e-05,0.00018248,573.77,900,16.265,0
0.00012061,-2.688e-05,1.6519e-06,0.00014769,-5.5221e-07,9.2685e-05,0.00018049,574.7,900,16.291,0
0.0001191,-2.6291e-05,1.5508e-06,0.00014621,-5.1493e-07,9.1708e-05,0.00017851,575.64,900,16.318,0
0.0001176,-2.5702e-05,1.4498e-06,0.00014472,-4.7765e-07,9.0731e-05,0.00017652,576.57,900,16.344,0
0.00011609,-2.5113e-05,1.3487e-06,0.00014323,-4.4037e-07,8.9753e-05,0.00017454,577.51,900,16.371,0
0.00011459,-2.4524e-05,1.2477e-06,0.00014175,-4.0309e-07,8.8776e-05,0.00017256,578.44,900,16.397,0
0.0001134,-2.3996e-05,1.1774e-06,0.0001404,-3.7162e-07,8.7927e-05,0.00017087,579.38,900,16.424,0
0.0001123,-2.3483e-05,1.115e-06,0.00013909,-3.4166e-07,8.7111e-05,0.00016925,580.31,900,16.45,0
0.0001112,-2.2971e-05,1.0527e-06,0.00013777,-3.1171e-07,8.6295e-05,0.00016763,581.24,900,16.477,0
0.0001101,-2.2458e-05,9.9041e-07,0.00013646,-2.8175e-07,8.5479e-05,0.00016602,582.18,900,16.503,0
0.00010899,-2.1946e-05,9.281e-07,0.00013515,-2.518e-07,8.4663e-05,0.0001644,583.11,900,16.53,0
0.00010789,-2.1433e-05,8.6579e-07,0.00013384,-2.2184e-07,8.3848e-05,0.00016279,584.05,900,16.556,0
0.00010679,-2.092e-05,8.0348e-07,0.00013252,-1.9188e-07,8.3032e-05,0.00016117,584.98,900,16.583,0
0.00010569,-2.0408e-05,7.4117e-07,0.00013121,-1.6193e-07,8.2216e-05,0.00015956,585.92,900,16.609,0
0.00010458,-1.9895e-05,6.7885e-07,0.0001299,-1.3197e-07,8.14e-05,0.00015794,586.85,900,16.636,0
0.00010348,-1.9383e-05,6.1654e-07,0.00012859,-1.0202e-07,8.0584e-05,0.00015633,587.78,900,16.662,0
0.00010238,-1.887e-05,5.5423e-07,0.00012727,-7.2059e-08,7.9768e-05,0.00015471,588.72,900,16.689,0
0.00010135,-1.8421e-05,5.2356e-07,0.00012612,-5.3077e-08,7.9071e-05,0.00015327,589.65,900,16.715,0
0.00010033,-1.7972e-05,4.9329e-07,0.00012497,-3.4236e-08,7.8376e-05,0.00015184,590.59,900,16.742,0
9.9303e-05,-1.7524e-05,4.6303e-07,0.00012382,-1.5397e-08,7.768e-05,0.0001504,591.52,900,16.768,0
9.8278e-05,-1.7075e-05,4.3276e-07,0.00012267,3.4426e-09,7.6985e-05,0.00014897,592.46,900,16.795,0
9.7253e-05,-1.6626e-05,4.025e-07,0.00012152,2.2284e-08,7.629e-05,0.00014753,593.39,900,16.821,0
9.6227e-05,-1.6178e-05,3.7223e-07,0.00012037,4.1123e-08,7.5594e-05,0.0001461,594.32,900,16.848,0
9.5202e-05,-1.5729e-05,3.4197e-07,0.00011922,5.9964e-08,7.4899e-05,0.00014466,595.26,900,16.874,0
9.4177e-05,-1.5281e-05,3.117e-07,0.00011807,7.8804e-08,7.4203e-05,0.00014323,596.19,900,16.901,0
9.3152e-05,-1.4832e-05,2.8143e-07,0.00011692,9.7644e-08,7.3508e-05,0.00014179,597.13,900,16.927,0
9.2127e-05,-1.4384e-05,2.5117e-07,0.00011577,1.1648e-07,7.2812e-05,0.00014036,598.06,900,16.954,0
9.1103e-05,-1.3939e-05,2.2092e-07,0.00011463,1.3523e-07,7.2122e-05,0.00013893,598.99,900,16.98,0
9.0115e-05,-1.3573e-05,1.9099e-07,0.00011363,1.5207e-07,7.1545e-05,0.00013765,599.93,900,17.007,0
8.9128e-05,-1.3207e-05,1.6107e-07,0.00011264,1.689e-07,7.0967e-05,0.00013637,600.86,900,17.033,0
8.814e-05,-1.2841e-05,1.3114e-07,0.00011164,1.8574e-07,7.039e-05,0.00013508,601.8,900,17.06,0
8.7153e-05,-1.2475e-05,1.0121e-07,0.00011064,2.0258e-07,6.9812e-05,0.0001338,602.73,900,17.086,0
8.6165e-05,-1.2109e-05,7.1284e-08,0.00010964,2.1941e-07,6.9235e-05,0.00013252,603.67,900,17.112,0
8.5177e-05,-1.1743e-05,4.1358e-08,0.00010864,2.3625e-07,6.8657e-05,0.00013124,604.6,900,17.139,0
8.419e-05,-1.1377e-05,1.1429e-08,0.00010765,2.5309e-07,6.808e-05,0.00012996,605.53,900,17.165,0
8.3202e-05,-1.1011e-05,-1.8497e-08,0.00010665,2.6992e-07,6.7502e-05,0.00012868,606.47,900,17.192,0
8.2215e-05,-1.0645e-05,-4.8423e-08,0.00010565,2.8676e-07,6.6924e-05,0.0001274,607.4,900,17.218,0
8.1227e-05,-1.0279e-05,-7.8352e-08,0.00010465,3.0359e-07,6.6347e-05,0.00012611,608.34,900,17.245,0
8.0239e-05,-9.9135e-06,-1.0828e-07,0.00010366,3.2043e-07,6.5769e-05,0.00012483,609.27,900,17.271,0
7.9384e-05,-9.627e-06,-1.4048e-07,0.00010279,3.1948e-07,6.5285e-05,0.00012373,610.21,900,17.298,0
7.8534e-05,-9.343e-06,-1.7274e-07,0.00010194,3.1797e-07,6.4804e-05,0.00012264,611.14,900,17.324,0
7.7683e-05,-9.059e-06,-2.0501e-07,0.00010108,3.1647e-07,6.4322e-05,0.00012154,612.07,900,17.351,0
7.6832e-05,-8.7751e-06,-2.3728e-07,0.00010022,3.1496e-07,6.3841e-05,0.00012045,613.01,900,17.377,0
7.5982e-05,-8.4911e-06,-2.6955e-07,9.9367e-05,3.1346e-07,6.336e-05,0.00011935,613.94,900,17.404,0
7.5131e-05,-8.2071e-06,-3.0181e-07,9.851e-05,3.1196e-07,6.2878e-05,0.00011826,614.88,900,17.43,0
7.428e-05,-7.9231e-06,-3.3408e-07,9.7653e-05,3.1045e-07,6.2397e-05,0.00011717,615.81,900,17.457,0
7.343e-05,-7.6391e-06,-3.6635e-07,9.6796e-05,3.0895e-07,6.1916e-05,0.00011607,616.75,900,17.483,0
7.2579e-05,-7.3551e-06,-3.9862e-07,9.594e-05,3.0744e-07,6.1434e-05,0.00011498,617.68,900,17.51,0
7.1728e-05,-7.0711e-06,-4.3088e-07,9.5083e-05,3.0594e-07,6.0953e-05,0.00011388,618.61,900,17.536,0
7.0877e-05,-6.7871e-06,-4.6315e-07,9.4226e-05,3.0443e-07,6.0472e-05,0.00011279,619.55,900,17.563,0
7.0391e-05,-6.5567e-06,-4.8325e-07,9.3466e-05,2.8786e-07,6.0047e-05,0.00011195,620.48,900,17.589,0
7.0021e-05,-6.3433e-06,-4.995e-07,9.2737e-05,2.6652e-07,5.964e-05,0.0001112,621.42,900,17.616,0
6.965e-05,-6.1299e-06,-5.1575e-07,9.2008e-05,2.4518e-07,5.9233e-05,0.00011045,622.35,900,17.642,0
6.928e-05,-5.9165e-06,-5.32e-07,9.1279e-05,2.2384e-07,5.8826e-05,0.00010969,623.29,900,17.669,0
6.8909e-05,-5.703e-06,-5.4825e-07,9.055e-05,2.025e-07,5.8419e-05,0.00010894,624.22,900,17.695,0
6.8539e-05,-5.4896e-06,-5.645e-07,8.9821e-05,1.8115e-07,5.8012e-05,0.00010819,625.15,900,17.722,0
6.8168e-05,-5.2762e-06,-5.8075e-07,8.9092e-05,1.5981e-07,5.7605e-05,0.00010743,626.09,900,17.748,0
6.7798e-05,-5.0628e-06,-5.97e-07,8.8363e-05,1.3847e-07,5.7198e-05,0.00010668,627.02,900,17.775,0
6.7427e-05,-4.8494e-06,-6.1325e-07,8.7634e-05,1.1713e-07,5.6791e-05,0.00010593,627.96,900,17.801,0
6.7056e-05,-4.6359e-06,-6.295e-07,8.6905e-05,9.5786e-08,5.6385e-05,0.00010517,628.89,900,17.828,0
6.6686e-05,-4.4225e-06,-6.4575e-07,8.6176e-05,7.4444e-08,5.5978e-05,0.00010442,629.83,900,17.854,0
6.6291e-05,-4.2363e-06,-6.5016e-07,8.5491e-05,5.4322e-08,5.56e-05,0.00010369,630.76,900,17.881,0
6.586e-05,-4.0885e-06,-6.3783e-07,8.4869e-05,3.5922e-08,5.5265e-05,0.000103,631.69,900,17.907,0
6.543e-05,-3.9407e-06,-6.255e-07,8.4247e-05,1.7524e-08,5.4929e-05,0.0001023,632.63,900,17.933,0
6.5e-05,-3.7929e-06,-6.1316e-07,8.3624e-05,-8.7613e-10,5.4593e-05,0.00010161,633.56,900,17.96,0
6.457e-05,-3.645e-06,-6.0083e-07,8.3002e-05,-1.9275e-08,5.4258e-05,0.00010091,634.5,900,17.986,0
6.4139e-05,-3.4972e-06,-5.885e-07,8.238e-05,-3.7674e-08,5.3922e-05,0.00010022,635.43,900,18.013,0
6.3709e-05,-3.3494e-06,-5.7617e-07,8.1757e-05,-5.6073e-08,5.3586e-05,9.9526e-05,636.37,900,18.039,0
6.3279e-05,-3.2016e-06,-5.6384e-07,8.1135e-05,-7.4473e-08,5.325e-05,9.8832e-05,637.3,900,18.066,0
